,Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total,Year,CENSUS_TYPE
1216,Government,1,4709,Lalor Primary School,Primary,O,16.0,21.0,37.0,18.0,19.0,37.0,10.0,18.0,28.0,15.0,21.0,36.0,15.0,17.0,32.0,13.0,13.0,26.0,14.0,24.0,38.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,2021,F
1217,Government,1,4711,Reservoir West Primary School,Primary,O,62.0,48.0,110.0,56.0,35.0,91.0,37.0,39.0,76.0,43.0,49.0,92.0,31.0,35.0,66.0,48.8,48.0,96.8,54.0,31.0,85.0,0.0,0.0,0.0,616.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.8,2021,F
1218,Government,1,4712,Coatesville Primary School,Primary,O,65.6,62.0,127.6,70.0,55.0,125.0,71.0,61.0,132.0,56.0,55.0,111.0,62.2,55.0,117.2,55.0,52.0,107.0,50.0,34.0,84.0,0.0,0.0,0.0,803.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.8,2021,F
1219,Government,1,4715,Old Orchard Primary School,Primary,O,41.0,40.0,81.0,49.0,32.0,81.0,26.0,36.0,62.0,39.0,22.0,61.0,30.0,26.0,56.0,45.0,27.0,72.0,46.0,32.0,78.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,2021,F
1220,Government,1,4716,Huntingdale Primary School,Primary,O,30.0,26.0,56.0,29.0,31.0,60.0,21.0,30.0,51.0,28.0,32.0,60.0,29.0,21.2,50.2,19.0,29.2,48.2,23.0,26.0,49.0,0.0,0.0,0.0,374.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.4,2021,F
1221,Government,1,4717,Box Hill North Primary School,Primary,O,12.0,15.0,27.0,16.0,12.0,28.0,20.0,13.0,33.0,26.0,23.0,49.0,12.0,15.0,27.0,15.0,13.0,28.0,28.0,19.0,47.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,2021,F
1222,Government,1,4718,Ferntree Gully North Primary School,Primary,O,18.0,21.0,39.0,25.0,20.0,45.0,31.0,23.0,54.0,29.0,24.0,53.0,34.0,31.0,65.0,31.0,28.0,59.0,29.0,27.0,56.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,2021,F
1223,Government,1,4720,Ararat West Primary School,Primary,O,19.0,18.0,37.0,12.0,10.0,22.0,20.0,12.0,32.0,18.0,12.0,30.0,14.0,21.0,35.0,19.0,15.0,34.0,17.0,17.0,34.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,2021,F
1224,Government,1,4721,Oak Park Primary School,Primary,O,36.0,32.0,68.0,32.0,25.0,57.0,33.0,27.0,60.0,23.0,39.0,62.0,22.0,28.2,50.2,22.0,32.0,54.0,29.0,25.0,54.0,0.0,0.0,0.0,405.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.2,2021,F
1225,Government,1,4723,Dandenong North Primary School,Primary,O,47.0,49.0,96.0,66.0,52.0,118.0,42.0,57.0,99.0,55.0,45.0,100.0,68.0,63.0,131.0,59.0,54.0,113.0,56.0,48.0,104.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,2021,F
1226,Government,1,4725,Bairnsdale West Primary School,Primary,O,35.0,18.0,53.0,18.0,20.0,38.0,25.0,26.0,51.0,22.0,21.0,43.0,29.0,14.0,43.0,19.0,21.0,40.0,31.0,18.0,49.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,2021,F
1227,Government,1,4728,Kalianna Special School,Special,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,28.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,42.0,140.0,140.0,219.0,2021,F
1228,Government,1,4730,Harrisfield Primary School,Primary,O,20.0,21.0,41.0,19.0,19.0,38.0,22.0,25.0,47.0,9.0,15.0,24.0,23.0,22.0,45.0,10.0,15.0,25.0,12.0,11.0,23.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,2021,F
1229,Government,1,4731,Pascoe Vale North Primary School,Primary,O,36.0,33.0,69.0,45.0,31.0,76.0,38.0,31.0,69.0,31.0,22.0,53.0,24.0,31.0,55.0,31.0,26.0,57.0,28.0,24.0,52.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,2021,F
1230,Government,1,4733,Belle Vue Primary School,Primary,O,12.0,9.0,21.0,8.0,7.0,15.0,14.0,4.0,18.0,16.0,13.0,29.0,17.0,10.0,27.0,16.0,20.0,36.0,13.0,10.0,23.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2021,F
1231,Government,1,4735,Oberon Primary School,Primary,O,18.0,19.0,37.0,16.0,21.0,37.0,11.0,18.0,29.0,19.0,16.0,35.0,15.0,9.0,24.0,12.0,7.0,19.0,10.0,7.0,17.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,2021,F
1232,Government,1,4740,Moe Primary School,Primary,O,4.0,4.0,8.0,3.0,12.0,15.0,5.0,6.0,11.0,6.0,3.0,9.0,5.0,4.0,9.0,7.0,3.0,10.0,3.0,7.0,10.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2021,F
1233,Government,1,4741,St Albans East Primary School,Primary,O,24.0,34.0,58.0,33.0,26.0,59.0,26.0,32.0,58.0,38.0,20.0,58.0,29.0,26.0,55.0,29.0,26.0,55.0,25.0,26.0,51.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,2021,F
1234,Government,1,4742,Bourchier Street Primary School Shepparton,Primary,O,56.0,28.0,84.0,34.0,39.0,73.0,58.0,49.0,107.0,38.6,24.0,62.6,53.0,48.0,101.0,45.0,42.0,87.0,44.0,44.0,88.0,0.0,0.0,0.0,602.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.6,2021,F
1235,Government,1,4743,Swan Hill North Primary School,Primary,O,20.0,9.0,29.0,10.0,11.0,21.0,24.0,16.0,40.0,17.0,9.0,26.0,20.0,12.0,32.0,17.0,16.0,33.0,10.0,11.0,21.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,2021,F
1236,Government,1,4744,Sunshine Heights Primary School,Primary,O,25.0,30.0,55.0,22.0,27.0,49.0,29.0,26.0,55.0,22.0,31.0,53.0,26.0,29.0,55.0,46.0,27.0,73.0,21.0,32.0,53.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,2021,F
1237,Government,1,4745,Sunshine North Primary School,Primary,O,13.0,23.0,36.0,17.0,19.0,36.0,17.0,12.0,29.0,26.0,15.0,41.0,18.0,15.0,33.0,20.0,12.0,32.0,18.0,19.0,37.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,2021,F
1238,Government,1,4746,Banyule Primary School,Primary,O,42.0,37.0,79.0,65.0,48.0,113.0,56.0,38.0,94.0,52.0,53.0,105.0,50.0,60.0,110.0,48.0,45.0,93.0,43.0,43.0,86.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,2021,F
1239,Government,1,4750,Portland South Primary School,Primary,O,11.0,7.0,18.0,10.0,6.0,16.0,10.0,11.0,21.0,11.0,6.0,17.0,10.0,3.0,13.0,6.0,5.0,11.0,6.0,3.0,9.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2021,F
1240,Government,1,4753,Rosanna Golf Links Primary School,Primary,O,45.0,42.0,87.0,34.0,43.0,77.0,44.0,38.0,82.0,35.0,41.0,76.0,31.0,39.0,70.0,38.0,40.0,78.0,27.0,36.0,63.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,2021,F
1241,Government,1,4754,Cheltenham East Primary School,Primary,O,30.2,41.0,71.2,43.0,35.0,78.0,31.0,31.0,62.0,22.0,35.0,57.0,38.0,30.0,68.0,30.0,19.0,49.0,46.0,29.0,75.0,0.0,0.0,0.0,460.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.2,2021,F
1242,Government,1,4755,Cranbourne South Primary School,Primary,O,26.0,20.0,46.0,24.0,24.0,48.0,21.4,29.0,50.4,17.0,27.0,44.0,25.4,18.0,43.4,24.0,28.0,52.0,26.0,17.0,43.0,0.0,0.0,0.0,326.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.8,2021,F
1243,Government,1,4761,Yarrunga Primary School,Primary,O,8.0,10.0,18.0,12.0,11.0,23.0,16.0,6.0,22.0,16.0,5.0,21.0,14.0,12.0,26.0,16.0,8.0,24.0,12.0,11.0,23.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,2021,F
1244,Government,1,4762,Ballarat Specialist School,Special,O,14.0,5.0,19.0,11.0,5.0,16.0,20.0,4.0,24.0,11.0,4.0,15.0,17.0,6.0,23.0,19.0,7.0,26.0,25.0,8.2,33.2,0.0,0.0,0.0,156.2,28.0,17.0,45.0,33.0,19.0,52.0,30.0,14.0,44.0,27.0,19.0,46.0,26.0,16.0,42.0,33.0,16.0,49.0,0.0,0.0,0.0,278.0,434.2,2021,F
1245,Government,1,4764,Preston North East Primary School,Primary,O,13.0,20.0,33.0,12.0,21.0,33.0,12.0,18.0,30.0,16.0,18.0,34.0,22.0,15.0,37.0,13.0,16.0,29.0,22.0,18.0,40.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,2021,F
1246,Government,1,4767,Orbost North Primary School,Primary,O,4.0,3.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021,F
1247,Government,1,4768,Nelson Park School,Special,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2,31.0,121.2,121.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.4,49.0,189.4,189.4,310.6,2021,F
1248,Government,1,4770,Craigieburn Primary School,Primary,O,53.0,48.0,101.0,70.0,62.0,132.0,61.0,56.0,117.0,76.0,75.0,151.0,59.0,64.0,123.0,60.0,53.0,113.0,59.0,47.0,106.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,2021,F
1249,Government,1,4773,Warrnambool East Primary School,Primary,O,43.0,26.0,69.0,38.0,30.0,68.0,49.6,31.0,80.6,30.0,37.0,67.0,32.0,43.0,75.0,40.0,43.4,83.4,48.0,26.0,74.0,0.0,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,2021,F
1250,Government,1,4775,Colac South West Primary School,Primary,O,7.0,15.0,22.0,3.0,15.0,18.0,12.0,11.0,23.0,10.0,6.0,16.0,12.0,9.0,21.0,13.0,4.0,17.0,9.0,6.0,15.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,2021,F
1251,Government,1,4777,George Street Primary School - Hamilton,Primary,O,10.0,10.0,20.0,10.0,11.0,21.0,11.0,7.0,18.0,7.0,3.0,10.0,11.0,6.0,17.0,7.0,6.0,13.0,4.0,6.0,10.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2021,F
1252,Government,1,4778,Valkstone Primary School,Primary,O,51.0,41.0,92.0,45.0,47.0,92.0,43.0,60.0,103.0,63.0,42.0,105.0,43.0,53.0,96.0,58.0,43.0,101.0,66.0,48.0,114.0,0.0,0.0,0.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,2021,F
1253,Government,1,4780,Overport Primary School,Primary,O,44.0,62.0,106.0,46.0,41.0,87.0,45.0,49.0,94.0,59.0,43.0,102.0,64.0,59.0,123.0,45.0,54.0,99.0,59.0,59.0,118.0,0.0,0.0,0.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,2021,F
1254,Government,1,4788,Wembley Primary School,Primary,O,53.0,55.0,108.0,45.0,61.0,106.0,55.0,53.0,108.0,54.0,41.0,95.0,50.0,45.0,95.0,42.0,49.0,91.0,52.0,58.0,110.0,0.0,0.0,0.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,2021,F
1255,Government,1,4792,Rosamond Special School,Special,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,20.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,25.0,72.0,72.0,138.0,2021,F
1256,Government,1,4798,Bonbeach Primary School,Primary,O,34.0,21.0,55.0,25.0,33.0,58.0,30.0,23.0,53.0,33.0,23.0,56.0,27.4,26.6,54.0,17.6,21.0,38.6,15.0,23.0,38.0,0.0,0.0,0.0,352.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.6,2021,F
1257,Government,1,4802,Heatherhill Primary School,Primary,O,14.0,14.0,28.0,8.0,12.0,20.0,8.0,6.0,14.0,14.0,21.0,35.0,11.0,25.0,36.0,13.0,8.0,21.0,14.0,17.0,31.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2021,F
1258,Government,1,4803,Beaumaris North Primary School,Primary,O,34.0,41.0,75.0,43.0,33.0,76.0,45.0,37.0,82.0,45.0,47.0,92.0,53.0,49.0,102.0,44.0,55.0,99.0,47.0,52.0,99.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,2021,F
1259,Government,1,4804,Hamlyn Banks Primary School,Primary,O,24.0,19.0,43.0,27.0,28.0,55.0,20.0,30.0,50.0,26.2,28.0,54.2,27.0,22.0,49.0,31.0,23.0,54.0,21.0,30.0,51.0,0.0,0.0,0.0,356.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.2,2021,F
1260,Government,1,4807,Yarraman Oaks Primary School,Primary,O,15.0,15.0,30.0,10.0,10.0,20.0,8.0,12.0,20.0,11.0,7.0,18.0,15.0,7.0,22.0,7.0,10.0,17.0,10.0,12.0,22.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,2021,F
1261,Government,1,4808,Mount Pleasant Road Nunawading Primary School,Primary,O,34.0,25.0,59.0,29.0,31.0,60.0,40.0,32.0,72.0,39.0,34.0,73.0,32.0,39.0,71.0,17.0,26.0,43.0,28.0,19.0,47.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,2021,F
1262,Government,1,4809,Glenroy West Primary School,Primary,O,30.0,31.0,61.0,23.0,25.0,48.0,24.0,31.0,55.0,29.0,20.0,49.0,19.6,18.0,37.6,18.0,14.0,32.0,12.6,14.0,26.6,0.0,0.0,0.0,309.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.2,2021,F
1263,Government,1,4810,Dandenong South Primary School,Primary,O,46.0,47.0,93.0,42.0,41.0,83.0,44.0,47.0,91.0,33.0,40.0,73.0,33.0,43.0,76.0,35.0,54.0,89.0,48.0,45.0,93.0,0.0,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,2021,F
1264,Government,1,4811,St Albans North Primary School,Primary,O,10.0,18.0,28.0,18.0,14.0,32.0,16.0,18.0,34.0,19.0,16.0,35.0,18.0,16.0,34.0,11.0,11.0,22.0,16.0,6.0,22.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,2021,F
1265,Government,1,4812,Avondale Primary School,Primary,O,40.0,34.0,74.0,45.0,29.0,74.0,34.0,32.0,66.0,42.0,42.0,84.0,32.0,20.0,52.0,27.0,24.0,51.0,37.0,23.0,60.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,2021,F
1266,Government,1,4813,Beverley Hills Primary School,Primary,O,50.0,37.0,87.0,52.0,46.0,98.0,36.0,40.0,76.0,62.0,54.0,116.0,45.0,34.0,79.0,40.0,56.0,96.0,39.0,38.0,77.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,2021,F
1267,Government,1,4814,Wodonga West Primary School,Primary,O,22.0,14.0,36.0,14.0,18.0,32.0,15.0,11.0,26.0,22.0,22.0,44.0,14.0,14.0,28.0,17.0,10.0,27.0,19.0,16.0,35.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,2021,F
1268,Government,1,4815,Frankston Heights Primary School,Primary,O,47.0,27.0,74.0,35.0,40.0,75.0,48.0,39.0,87.0,40.0,37.0,77.0,33.0,16.0,49.0,19.0,16.0,35.0,20.0,15.0,35.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,2021,F
1269,Government,1,4816,Kerrimuir Primary School,Primary,O,38.0,41.0,79.0,47.0,39.0,86.0,44.0,38.0,82.0,43.0,37.0,80.0,33.0,23.0,56.0,34.0,28.0,62.0,43.0,23.0,66.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,2021,F
1270,Government,1,4819,Heathmont East Primary School,Primary,O,50.0,36.0,86.0,33.0,42.0,75.0,49.0,48.0,97.0,56.0,53.0,109.0,35.0,42.0,77.0,39.0,56.0,95.0,40.0,34.0,74.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,2021,F
1271,Government,1,4821,Strathmore North Primary School,Primary,O,49.0,46.0,95.0,44.0,41.0,85.0,56.0,35.0,91.0,28.0,45.0,73.0,40.0,42.0,82.0,33.0,28.0,61.0,38.0,34.0,72.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,2021,F
1272,Government,1,4823,Oakleigh South Primary School,Primary,O,82.0,66.0,148.0,79.0,63.0,142.0,76.0,76.0,152.0,74.0,83.0,157.0,78.0,65.0,143.0,74.0,79.0,153.0,99.0,75.0,174.0,0.0,0.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,2021,F
1273,Government,1,4827,Thomastown East Primary School,Primary,O,25.0,17.0,42.0,28.0,16.0,44.0,30.0,18.0,48.0,17.0,27.0,44.0,17.0,21.0,38.0,12.0,6.0,18.0,23.0,8.0,31.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,2021,F
1274,Government,1,4832,Mount Waverley Heights Primary School,Primary,O,32.0,31.0,63.0,32.0,26.0,58.0,21.0,18.0,39.0,25.6,15.0,40.6,21.0,15.0,36.0,17.0,14.0,31.0,12.0,18.0,30.0,0.0,0.0,0.0,297.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.6,2021,F
